prisoner_id,case_cnr,prison_id,prison_name,prison_state,prison_district,prison_capacity,total_prison_population,occupancy_rate,overcrowding_level,available_beds,overcrowding_gap,undertrial_population,convict_population,eligibility_result,release_barrier
UTP-2026-0143,DEWE01-534773-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0144,DEWE01-878656-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0145,DEWE01-915572-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0146,DEWE01-436467-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0147,DEWE01-721549-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0148,DEWE01-465549-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0149,DEWE01-727320-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0150,DEWE01-837520-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0151,DEWE01-753523-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,
UTP-2026-0152,DEWE01-155337-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0153,DEWE01-568349-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0154,DEWE01-656208-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0155,DEWE01-567604-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0156,DEWE01-952283-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Court hearing pending
UTP-2026-0157,DEWE01-863119-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0158,DEWE01-721748-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0159,DEWE01-422266-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0160,DEWE01-494401-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0161,DEWE01-632195-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0162,DEWE01-341238-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0163,DEWE01-679606-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Surety pending
UTP-2026-0164,DEWE01-269662-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0165,DEWE01-839113-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0166,DEWE01-191549-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Surety pending
UTP-2026-0167,DEWE01-337798-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0168,DEWE01-435772-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0169,DEWE01-809952-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0170,DEWE01-719371-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0171,DEWE01-169966-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0172,DEWE01-966985-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0173,DEWE01-130156-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0174,DEWE01-707913-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Approaching,Court hearing pending
UTP-2026-0175,DEWE01-838963-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0176,DEWE01-545334-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0177,DEWE01-588659-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0178,DEWE01-631297-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0179,DEWE01-121393-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0180,DEWE01-319927-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0181,DEWE01-167557-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0182,DEWE01-526777-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0183,DEWE01-815903-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0184,DEWE01-526024-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0185,DEWE01-848226-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0186,DEWE01-556297-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0187,DEWE01-154644-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Approaching,Court hearing pending
UTP-2026-0188,DEWE01-396668-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0189,DEWE01-690607-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0190,DEWE01-867080-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0191,DEWE01-194604-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0192,DEWE01-714012-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0193,DEWE01-746703-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0194,DEWE01-450067-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,
UTP-2026-0195,DEWE01-983390-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0196,DEWE01-689280-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0197,DEWE01-481405-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Surety pending
UTP-2026-0198,DEWE01-702466-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0199,DEWE01-267800-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0200,DEWE01-253672-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0201,DEWE01-730823-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0202,DEWE01-898678-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0203,DEWE01-707705-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0204,DEWE01-226842-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0205,DEWE01-682119-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0206,DEWE01-374056-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0207,DEWE01-332281-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Excluded_Life_Or_Death,
UTP-2026-0208,DEWE01-697586-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Court hearing pending
UTP-2026-0209,DEWE01-544407-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0210,DEWE01-941363-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0211,DEWE01-859822-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0212,DEWE01-693595-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Approaching,Court hearing pending
UTP-2026-0213,DEWE01-988704-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0214,DEWE01-298287-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Surety pending
UTP-2026-0215,DEWE01-495400-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0216,DEWE01-362168-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0217,DEWE01-705561-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,
UTP-2026-0218,DEWE01-966621-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Surety pending
UTP-2026-0219,DEWE01-567383-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0220,DEWE01-617459-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0221,DEWE01-230182-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Court hearing pending
UTP-2026-0222,DEWE01-201295-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Surety pending
UTP-2026-0223,DEWE01-199346-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0224,DEWE01-727127-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0225,DEWE01-181961-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Excluded_Life_Or_Death,
UTP-2026-0226,DEWE01-498930-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0227,DEWE01-830286-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0228,DEWE01-862998-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0229,DEWE01-562139-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0230,DEWE01-446297-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Approaching,Court hearing pending
UTP-2026-0231,DEWE01-645316-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Surety pending
UTP-2026-0232,DEWE01-459898-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Excluded_Life_Or_Death,
UTP-2026-0233,DEWE01-644998-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Approaching,Court hearing pending
UTP-2026-0234,DEWE01-913735-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,Surety pending
UTP-2026-0235,DEWE01-997729-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0236,DEWE01-634510-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0237,DEWE01-689820-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0238,DEWE01-676558-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Blocked_Multiple_FIRs,
UTP-2026-0239,DEWE01-386526-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Ineligible_Under_Time,
UTP-2026-0240,DEWE01-841870-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Severe,0,745,1129,356,Eligible,
UTP-2026-0241,UTGH01-299422-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0242,UTGH01-585550-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0243,UTGH01-843670-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0244,UTGH01-555426-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0245,UTGH01-452508-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0246,UTGH01-489642-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Surety pending
UTP-2026-0247,UTGH01-929303-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0248,UTGH01-349788-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0249,UTGH01-918427-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Surety pending
UTP-2026-0250,UTGH01-243960-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0251,UTGH01-535457-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0252,UTGH01-623502-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0253,UTGH01-658339-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0254,UTGH01-545339-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0255,UTGH01-681074-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0256,UTGH01-111510-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0257,UTGH01-139225-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,
UTP-2026-0258,UTGH01-428957-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0259,UTGH01-210412-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0260,UTGH01-479052-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0261,UTGH01-508040-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0262,UTGH01-319952-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Surety pending
UTP-2026-0263,UTGH01-204545-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0264,UTGH01-510373-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0265,UTGH01-878399-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0266,UTGH01-180019-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,
UTP-2026-0267,UTGH01-783592-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0268,UTGH01-776434-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0269,UTGH01-387745-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0270,UTGH01-227310-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0271,UTGH01-352207-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,
UTP-2026-0272,UTGH01-171973-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,
UTP-2026-0273,UTGH01-814248-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0274,UTGH01-597654-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0275,UTGH01-642985-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0276,UTGH01-554515-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0277,UTGH01-383816-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0278,UTGH01-628288-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,
UTP-2026-0279,UTGH01-635634-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,
UTP-2026-0280,UTGH01-229180-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0281,UTGH01-266004-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0282,UTGH01-599555-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0283,UTGH01-928379-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0284,UTGH01-123637-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Approaching,Court hearing pending
UTP-2026-0285,UTGH01-617530-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Excluded_Life_Or_Death,
UTP-2026-0286,UTGH01-495552-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0287,UTGH01-228320-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Court hearing pending
